text,aspectTerms
"I really love the Alienware 13-inch gaming laptop. Alienware is a pricier, upgraded gaming line from Dell.<br /><br />I bought a new Toshiba laptop last year, after years of living with a Gateway that was so bad it isn't even funny. The Toshiba laptop was a big upgrade for me, but it was nothing compared to this.<br /><br />The design is unique and interesting and fun. It comes in a large box with an alien emblazoned on the top. When you open it, the laptop's unique design is the first thing you will notice. The top corners are slanted and this makes it a lot easier to manipulate and hold.<br /><br />When you open the laptop, you will notice a small alien head centered above the keyboard. This is the power switch. Plug it in, the plug is highlighted with blue. Turn on the laptop, the keyboard has a blue backlight.<br /><br />There is a facial recognition password program provided as a trial. It is pretty neat, but it is a trial and you will have to pay to make it permanent. The benefit of this is that it should work for all the programs on your computer. I am opting to not buy this, so I can't tell you how well that part works. But for the initial login, it works well. If it can't read your face, because of insufficient lighting, there is a traditional password backup.<br /><br />Once I got going, the laptop pretty quickly and very easily transferred files and programs from my old Toshiba laptop through a Miscrosoft interface.<br /><br />The screen quickly resembled my old screen in layout, making operation easy.<br /><br />The big difference here is that the laptop has a touchscreen. Frankly, I am still getting used to this, but it does seem a lot easier to navigate and use. My husband has an Ipad and he is very familiar with this and frequently kids me about using the old trackpad.<br /><br />The resolution of the screen is brilliant. It is clear and the colors are vivid, making my old laptop feel like it had a standard definition screen and this has a high-def.<br /><br />For gaming, the Alienware seems to be great. I play an online game and the graphics are much more vivid and interesting. The game also seems to move faster, given the faster processors on this laptop. My old laptop was designed more for personal and school use, so the processor was slower. Games were more sluggish and 'choppy'.<br /><br />It is really a great laptop. Pricey, but worth it.",
"Currently going to school right now for Mechanical Engineering. I bought a Surface pro 4 and returned it on day 4. Just got my Alienware 13.3 and it can handle everything you throw at it. Runs all cad programs smoothly. My brother recommend Alienware, I thought at first it was just a gaming laptop but you can turn it to whatever. For the price and what you get out of it is amazing. Size it great and is not heavy. Battery life w/o being plugged in, I want to say I got 4 hrs out of it running cad on high performance, and streaming the Internet on low settings I got 5-6 which is honestly not bad at all. Definitely recommend this over any lap top! GPU is amazing",
Solid laptop. Very well designed. No issues at all,
Very good laptop with quite small size .The laptop perfoms several tasks with no issue .I do gaming and CAD on this laptopsand so far it has perfomed to my expectation .The 13 inch screen and size makes it portable enough to move around with it improving my mobility.,
"So I bought this laptop with the intention of replacing a macbook pro for using Ableton and Resolume.  The 4k screen is nice but two things completely kill this laptop.<br /><br />1.  The touchpad.  Anyone thinking the touchpad is usable or bearable is in denial.  You can't even scroll reliably without the cursor moving to some new place on the screen and eventually right click context menus popping up.  I even tried disabling the two finger tap and it didn't make much of a difference.  The cursor still flops around the screen.<br /><br />2.  The 4K screen is beautiful, but Windows DPI Scaling is not!  I tried various ways to increase/lower dpi, disable dpi, and it just wasn't working out.  At one point I went back to the 1080p resolution just to have it make everything appear fuzzy (adjusted cleartype a couple times).<br /><br />I didn't even attempt to play any games before I decided to return this and buy a 15&#34; macbook pro.",
Upon arrival critical battery failure. It says must be replaced. How is a NEW Laptop DEAD on arrival with a dud battery. I am highly upset!!!!!!!!!!,
"even though it says I didn't buy it, I used my dads Amazon account, this is by far, one of the best gaming PC's I've ever seen, it's a bit pricey but it's a good investment, alien ware has amazing fans so it shouldn't overheat, just an amazing and fast computer",
Dell/Alienware refused my warranty service after my laptop broke because it's garbage quality.<br /><br />Called many times and got the run around. Tech came and brought wrong parts. Afterwards never replied and my service was listed as COMPLETED even though NOTHING was done.<br /><br />Tech sent was incompetent and needed my assistance to open the system. How pathetic is that ? Person sent look like some random wal-mart shelf stocker. Absolutely no idea what she was doing...<br /><br />**CAUTION** YOU WILL HAVE MAJOR HEADACHE calling in for warranty service. Just google your own research. I am not the only one who has terrible quality and refused warranty service.,
"Signature  Editions: I received my laptop fast and it was well packaged .<br /><br />So far it's a BEAUTIFUL  machine.  Runs super fast, beautiful display,  easy to use responsive touch screen.<br />All in all so far this purchase was 100% worth the money!<br /><br />I bought this laptop primary for video editing which  I haven't used for yet. I will update my review once I've had it for a month.",
This is a very nice computer.  I like that it is much lighter than some other comparably high performance laptops.,
"I've had a bunch of these workstation Thinkpads, and in general they're getting slowly worse.  There are a lot of things to recommend this line generally, but as a user of previous versions, I have to say I'm not impressed.  Let's count the ways:<br /><br />- I bought the add-in hard drive bay for the ultrabay.  Of course since the thing got thinner the form factor on this stuff has changed.  No big surprise there, but the mechanism they designed for locking the 2.5&#34; drive into the bay doesn't work.  The drive at some point works its way free of the SATA connector and fails.  You have to unscrew the backplate (fun when you're on the road and don't have that screwdriver) to fix this since you can't jus eject the thing like you could with older devices.  Personally I've &#34;fixed&#34; it by jamming some foam into the slot between the bay and the drive so it stays attached.  Stupid.<br /><br />- Remember the rubber bands they had that you slid onto the side of your hard drive to put it into the laptop?  Nope, those are gone.  So if you still use spinning media its just going to jiggle around or slam into the floor when you drop this thing.  Again, older versions were better about this stuff.<br /><br />- Then lets talk about that missing ultrabay removal switch.  As I said you have to unscrew a backplate now and undo a very small screw and then push on the screwhole with your screwdriver (!) to eject the drive.  Seriously?<br /><br />- In general the keyboard is worse than before.  The 10-key pad is RIGHT NEXT to the other keys, so you'll often hit the calculator key or the numlock key when you meant to hit delete or backspace.  Yuck.  Getting used to it but if you're a programmer you're going to be frustrated with this thing.<br /><br />- The older docks used to &#34;click&#34; into place.  With this generation you're never quite sure if its actually connected or not.<br /><br />- The battery life is *still* pretty poor.  Not sure why when other laptops are getting better all the time.  Not a big problem for me, but still...<br /><br />But hey, its pretty thin and acceptably light.  Its still got a stiff metal frame.  The display is really decent.  The keyboard is good minus the issues noted above.  Boots quickly, etc.  Its fine.  Just not as good as it would have been if they didn't keep making these worse.",
This is a professional laptop. I manage hundreds of them at work and know how reliable they are. Lenovo also has a quick and professional repair using prepaid box shipped by Lenovo. I had to repair a non Thinkpad laptop made by Lenovo and boy it took nearly 2 weeks with prepaid shipping. A ThinkPad with an i7 for less than $1.2k was a good price. I went with the base model and bought an extra 24GB of ram and a 1TB Samsung self encrypting SSD to make it a workhorse for my consulting side job.,
"I purchased a W541 a year ago and absolutely love it.  I'm an embedded hardware and software developer (Embedded System Resources) and spend a lot of time in front of a computer, often using demanding applications such as CAD and FPGA design.  But as a consultant, I sometimes travel, so for the last ten years, my primary machine has been a laptop.  When in the office it is in a docking station with an external keyboard, mouse and monitor.  The W541 is a very fast machine (i7 quad core).  The external monitor I am driving is a 55 inch 4K.  The computer came with a hard drive that I replaced with a 500 GB SSD.  I also upgraded it from 8 GB RAM to 24 GB RAM and to Windows 10.  It ran W10 fine on 8 GB, but when I started thinking about virtual machines and stuff--well the extra memory was less than $100.<br />Part of what I like about this computer is that it is extremely capable without the dock.  The build in keyboard is one of the nicest I've ever seen on a laptop.  The touchpad has multi-touch capability for things like dragging (scrolling) and includes a pressure switch that can do left or right mouse clicks by just pushing on the touch pad.  I miss it when its docked!  The display is large for a laptop and full 1920 x 1080 HD.  The battery life is probably 6 hours in my usage case.  I've used it on some fairly long domestic flights without ever running it down.  The fingerprint reader is quite responsive.  The mini display port/firewire is a useful feature.  Overall just a very well thought out design.<br />Are there any negatives?  A few.  The video is a hybrid of Intel (on chip) and Nvidia.  The interaction between the two isn't quite what I would expect.  I would prefer to see it put more emphasis on the Nvidia when running on A/C power (including docked).  Also, while it has many video options when docked, one has to review them carefully, because there are limitations and interactions.  It can drive at least three monitors, but only certain types and certain resolutions on each port.  Even the internal mini DP can drive a 4K monitor, but only with exactly the right combination of ports and cables.  It was frustrating to initially learn the matrix and obtain the correct cables for the method that worked.  Also, all this power doesn't come free.  It is one of the heavier laptops on the market, and the power supply is at least twice the size and weight of my previous laptop's.  A laptop that may need over 200 Watts under certain circumstances has to have a power supply that can handle it.  Lenovo has been a bit too cautious, in my opinion, about power supply requirements.  I wouldn't mind traveling with a smaller PS, knowing that it might not put much charge in my batteries while running, or might even be depending a bit on batteries to meet peak demand.  I could always top it off overnight in the hotel.<br />But overall, I am very pleased with this computer.  It will probably be my primary computer for many years, and I would definitely recommend it to anyone.",
"The W541 should be the flagship workhorse Thinkpad, IMO. It is exceptionally fast and reliable. I use it for pretty intense computation (hardcore MATLAB simulations) and it has never let me down. The classic touchpad is back with discrete mouse buttons to use with the trackpoint (thank god).<br /><br />I would buy it from the manufacturer with as little RAM as possible and the cheapest hard disk, and then install your own RAM and SSD. This isn't like an ultrabook were there options are soldered in, you can install them yourself with minimal effort.<br /><br />Opt for the IPS panel if you can afford it, or you need good visual fidelity for work. I didn't and I kind of regret it.<br /><br />It's heavier and wider than your average laptop. but if you are like me, that isn't very critical. The W541 is surprisingly thin, though. Much thinner than typical &#34;gaming&#34; laptops.<br /><br />The battery life depends a lot on what you are doing... but don't expect it to go all day with the standard battery. A couple of hours of moderate use, maybe.",
"This is designed as a CAD and Graphics workstation. CAD and 3D graphics require a center button mouse. That they built the previous version of this CAD workstation (W540)  without the three Trackpoint buttons means that the design team only knew about making media consumption laptops. So now these media consumption designers think that 3 buttons makes a Trackpoint experience. They have removed just about all of the tactile sensation of the Trackpoint buttons by flattening them out.<br /><br />The complaints of an off center track pad are probably by media consumers and those that do not use numbers and measurements. I understand the symmetry thing but the placement allow efficient touch typing.<br /><br />The Chiclet Keboard is a lost battle. IBM created a near perfect interface for laptop productivity. Lenovo is slowly destroying it.<br /><br />Otherwise this is an excellent high powered machine. I have wanted a number pad for years moving up from a T420 and X220 laptops; which by the way are still solid performing machines for Fusion 360 and other CAD and Graphics programs.<br /><br />The main reason For purchasing this was to drive a 4K, 55 inch monitor.  CAD work is now an incredible experience with all that workspace.<br /><br />I feel sorry for anyone stuck with the W540 but now there is a replacement touch pad that contains the actual 3 buttons just like this W541.",
Used by engineering student for simulations and design (Solidworks). Works well but having a second display for doing software is very helpful.,
Excellent computer!,
"I was given this as a work computer and it is excellent. The island style keyboard is full sized and easy to use and navigate, and it comes with the numeric pad as well. The docking station is crucial, it allows HDMI and has a built in lock. The Lenovo bloatware is not enjoyable but that is to be expected. I routinely run SOLIDWORKS solid models and assemblies with no problems.",
"We bought this for our college student, and I have never been so unhappy. It has all kinds of issues - the screen blinks, it doesn't respond properly, the highlighting doesn't work, etc.  We called Lenovo and we did multiple s/w updates, and spent hours on the phone with them.  It still didn't work.  Their solution was to send it to them so that they could fix it. This would leave her without a computer for more than a week while in college so she's been stuck with it. The only solution is when she is home for spring break, we need to take it in and have to pay $50 to have one of their reps look at it.  In addition, we will need to do this process 3 times before they will replace it if this continues.  Finally, when I elevated this with Lenovo's management, I was supposed to get a call back from a manager which never happened.  I would never buy a lenovo again -- the thought of having to pay $50 to get a computer fixed that we paid $1000 for is outrageous. Nearly everyone at her school owns an Apple, and now I know why.",
Ive had this machine for just under 9 months and have had no issues... Until today.<br /><br />Mouse pad became unresponsive so I was navigating using keys.  Then the screen flickered and went out.  Upon startup I get a series of beeps 3:3:1 which gives a DIMM /System Board diagnosis<br /><br />Bummer... I have two OLD Dells laying around that just won't die (or run solidworks)<br /><br />I tried taking a pic of the problems but the beeps aren't showing up,
"This was our worst purchase ever. We have had nothing but problems - the screen blinks, the mouse has a delay, the highlighting doesn't work sometimes, etc, etc,  This computer was definitely a lemon. It was brand new and the only installed s/w was microsoft office.  We called Lenovo and did all the s/w updates that they requested, and the problems were still there.  After multiple phones calls, our only choices were to send the computer back to them (which would leave my daughter who is at college without a computer --- even one that barely works is better than nothing) or go into one of their service centers to have them take a look which they charge you $50 to do. Again, not an option since she is in a college town with no Lenovo service providers.  We spent hours on the phone with them, elevated the ticket, and the manager who was supposed to call us back never called.  And, to top it all off, you have to bring it in 3 times to have it fixed before they will replace it.  Don't buy this computer. Buy an Apple which is what most students have at her school or buy something cheaper that may actually work.",
Perfect performance specially with SSD drive,
"Weaker Passmark CPU scores, weaker Quadro Passmark scores than the older model Lenovo workstations... This is a piece of crap!",
The first one kept getting stuck when I tried to re-start it and I am aware this might be a W8.1 software problem but the keyboard also didn't consistently work so I sent it back and got a replacement. The replacement has same problem with not booting after a restart so I am still trying to see if I can fix this before sending it back again and looking for a different Notebook. Otherwise.... the computer is sturdy and very responsive. The keyboard is solid and the screen is beautiful. The fans are not that loud during games and if not playing a game you can barely hear them at all. It gets really hot when playing a game so a cooling pad is a must I think.  I really like this Notebook and if the Start up problem is fixable I can only recommend it.,
"Wow, what an awesome device! Works great, kickass laptop!",
mcaffee IS malware,
"I love playing tapped out because it is fun to watch the town grow by earning money and buying buildings.  I love helping my neighbors, too.",
"I love this flashlight app!  It really illuminates the dark, very cool!  Get this app, you will love it, really!",
One of my favorite games,
Cute game. I am not that good at it but my kids are. We love Nik Wallenda!,
"Made me think , variety of the puzzles kept it fun to play. I am glad I gave this one a chance.  Looking forward to the next update",
See the voice anytime my My favorite show,
"Not sure what else can be said about Norton products. I have used them for years on all my desk and laptop computers. Easy to install and protects my hard-drives well. Not sure I see what one of the other reviewers stated about upsells from Norton (haven't seen them yet even after almost 3 weeks of daily use). Anyway, if you are looking for Antivirus software that can be easily installed on three of your devices, this is for you.",
"Save your money and purchase a good (i.e. Norton) security for your PC. Too many issues with this version. I have not tried the newer editions since I was so burned by this one, but I do see where the latest edition is $20 cheaper than this one. So, if you are into gambling and want to try the more recent version, maybe they got rid of all the bugs and glitches in this one. I still would recommend looking elsewhere to protect your pc.",
"I always use Norton as my PC security application (have for over 10 years). I prefer it to most others as I have never had any issues with worms or viruses. Of course, this 2011 version is now outdated and I would recommend that the intended purchaser go with the 2013 version to be sure to capture all recent updates (I now how the 2013 version of this app already purchased and installed on my HP. Highly recommend the Norton as your security application.",
"I found the Roxio Creator to be too difficult to work with, with issues occurring on and off all the time (bugs for sure). I couldn't get the editing down on this application, so I was never able to fully utilize it. I did however, use it fo video transfers which did seem to work well. Anyway, in looking at the other reviews out here it looks like others have had the same troubles I have had. Maybe with the 2013 version Roxio might get it right, but steer clear of the older versions out there.",
"I had a trial version of Microsoft Office which came with my laptop, so I was in the market for the full blown version that would work with my Vista system. This product was easy to use and install and walked me throught the entire process. I would highly recommend to anyone.",
"It's a great game,like it has so many types of Dragons. Amazing",
"For the amount of money, the app is good. BUT the interface leaves a lot to be desired. I have it for Roku so not sure if it's the same on each platform. When doing certain things like searching through your shows, you have to go through every.single.one.of.them. to get to the show you want, instead of having each show in it's own section like other apps. Also, if you are searching through your shows and you click on it and then go back, you go back to the very beginning. When looking through 'recorded shows', you scroll through a ton then you can hit see more and again it takes you back to the beginning. The show selection is good and I am happy with that part of it but it gets old doing all the scrolling when they could improve the interface and make it a lot easier to see what you have to watch. Also, you cannot always find shows in the search section, it is odd and another one of Frndly's weird features.",
"Cheaper to buy the amazon upgrade versus paining Apple's high price.<br />to be honest I wonder at times why I do this every year. the features really aren't any better each year. I don't have a lot backed up but do have some.<br />I haven't hung a website up so why?<br />keeps an email available to me, my wife and daughter to communicate with. Yes I have gmail and hotmail but both have been spammed and taken over even w/ password changes.<br />so i pay the fee and upgrade thanks to amazon",
fun app,
not that good a much better app is  Cross Stitch World,
"Been playing in anticipation of a Vegas trip.  Both blackjack and slots.  Earning free buffet trips, discounted shows a d rooms without spending a dime.",
Fun!!!!,
Lot of fun but can be very frustrating only because I'm a Moron @ times while playing the game.Made me laugh @ myself and try harder.Just a fun SIMPLE. game.,
YES PLANNING MY 30 day tomorrow,
My favorite music app.,
Bought it at Best Buy. Best gadget in awhile. Way to go Amazon;,
Love these free channels I can get with my Firestick.,
"I like this game ok... but wish there were less that you must purchase.  Eh.  I'll play until I get tired of the pay for this, pay for that.  Eh.  Wish it could be the good old days and you could play a game for fun.",
"The app works... but... in general I just don't think there is enough content to justify the additional streaming costs.  I haven't found a single show that would make me think I needed to pay more.  Plus, I don't really appreciate that they make you pay to see some shows - new and/or reruns.  Eh.  I already pay way enough for my satellite subscription.  So, once my trial use is over - I'll cancel.",
I downloaded this app to my firestick and it works perfectly.  Love the access to all my streaming stuff AND my paid dish account.  Couldn't be happier.  Very easy to set up and use - step by step process that even I could do all by myself without the help of 10 year old grandson.  Win!,
"Mom (80 years old) likes to play mahjong type games and she chose this one.  I hate ads, but it what happens when you get a free app.  But it is time spender and Mom likes that it exercises her mind.",
"As time blowers go, this is a casino game crossed with a scrabble like word game.  It's a step up I think.  Fairly good win ratio.  Why only 4 stars... you gotta be hooked up to wifi.  *eh*  You're not always able to wifi when you've got down time... I have it on a samsung tablet and on a kindle.  It doesn't freeze or crash or at least not so far - I never hesitate to update my reviews should new info seem useful.",
"drags and crashes fairly regularly on my kindle- which bums grandson seriously.  I will keep looking. I just wish when you go to the kindle app store, the apps would work really well on any kindle.",
"It's a bit jerky and I do have to really work to get to a place I need to get to... so maybe not super intuitive for older folks?  Everyday I work with it though in order to get the most out of my Alexa.  If you order Alexa you will have to use this app.  *note: I am using the app on my android device... it might work more easily with one of my kindles, however, it's still a bit more difficult to navigate than I would like.  I am certain they will improve it.",
"Yeah.  If you like the movie, you're gonna love this slots game.  I have found it's a little tight.. but the graphics and story makes it a great time waster.  Also, you do NOT have to have internet connection to play.  It doesn't freeze or shut down.  So far, I like it.",
"It's a great way to search an area for sale or rent...  You can set the notifications which is useful.  If you looking to buy or rent, I recommend it.",
"UPDATE 3/17/2018 AVOID ALL ZYNGA games. If they decide to &#34;end&#34; a game - all the purchases you make in game are gone... not to mention any and all tokens.  What a HUGE ripoff.  BOYCOTT ZYNGA.  Unless you don't care about money.  Soooo disappointed.<br />UPDATE....9/8/2016...  I have REPEATEDLY attempted to contact the developer to inform them that you cannot click on and review ads for the 3 million tokens.  It freezes and/or shuts down every device I have it loaded on....  a kindle fire....an LG 4 smart phone.....  It is SUPER frustrating because I have sent all the asked for info.  And yet... nothing gets fixed.  Honestly, it's not worth the hassle... it WAS a sort of fun time waster... Now it's just a waste of time.  Shame on the developer.  And if you've bought ad time on this game... guess what? NO ONE is seeing it.  Grrrrrr  Worse???  This is AN AMAZON APP!!!  Amazon?? WHERE ARE YOU???",
"SUPER SUPER tight.... Buying tokens didn't help.  REQUIRES you to allow it access to your facebook if you want to &#34;register&#34;.... otherwise you play as an anonymous guest EVEN if you buy tokens.  Frankly, I would pass unless you like selling your facebook ad space and selling out all your friends and family.",
"Up side.... 1.not a lot of ads... except to buy tokens<br />Down side....<br />1. SUPER tight payouts... (cause they want you to buy tokens, right?) but that makes you less likely to play<br />2.  Once a day &#34;gift&#34; tokens... VERY small - most of the time used in 2 spins<br />3.  They bring in new games and then take them away... so far, the really fun games!<br />4.  A bunch of &#34;high roller&#34; games that are ridiculous to play unless you buy millions of tokens, so they are a waste<br />5.  Even after &#34;buying&#34; tokens they STILL don't pay out any better and STILL accost you with ads to buy more tokens.<br />6.  The worst part is that in order to make an &#34;account&#34; so you don't loose you purchased tokens you MUST allow them access to your facebook!!! You would think if you'd purchased tokens you could set up using an email.. I got the msg after trying to set up with my gmail, &#34;We are currently not allowing account setups with gmail.&#34;  - or any other email.<br />So I guess when I run out of the tokens I bought I will just uninstall.<br />BEWARE of &#34;unhelpful&#34; votes as they are likely the seller that doesn't like that you are providing honest reviews.",
"lots of ads.... but it hasn't crashed my kindle hd yet... so I will keep it.  The ads actually interrupt your game which is REALLY annoying, in fact almost a deal breaker for me.  I don't &#34;purchase&#34; in game so the ads come along with the deal. It never really lets you get &#34;ahead&#34;... perhaps if you &#34;buy&#34; the tokens it might let you win more?  I am on the fence.  If I run out of tokens, I will just uninstall.  I will say that some of the slots available are sort of interesting... others are incredibly boring.  Something for everyone I guess.",
"I like Amazon music with prime much better than Pandora... it's FREE (with Prime).  Now... if it were as easy to use as Pandora and others, it would 5 star.  I love that it doesn't limit the skip forwards... you can still rate the songs... and there are SO many choices.  Just ANOTHER reason to get prime, every year.",
"This is a pretty easy game... but I like it.  I also put it with my grandson's game list on my cell as he really enjoys this type of puzzle/think games.  I have a LG G4 and so far, no issues.  I will update if there are any problems.",
"I have to admit that I was one of those who jumped ship WAY back when they decided to raise the prices SO much.  I had the get the DVD in the mail type account.  After a fair amount of time and improvements in service, I've returned for the streaming.  I do really love the access on the Fire Stick.  AND I hear that Netflix will begin being available at Marriotts.  That is perfect for me as I travel a LOT I stay exclusively at Marriotts for the points.  Win..win.",
"I have a kindle HD... so far it hasn't crashed... but the sound is a bit wanky on some of the sounds... I would give it an additional star for better quality sound and less obvious looping - making the sounds longer so you can't figure the pattern... Some of the sounds are just awful... what they call &#34;air conditioning&#34; sounds like blasting jet engines to me.  But if that is &#34;white noise&#34; for you, you'll love it.  The cat purring is pretty cool - if you have a cat or miss your cat... Wish the &#34;chimes&#34; was not so sharp --- a deeper tone. There are &#34;adjustments&#34; but they aren't quite enough to make the sounds comfortable.  You could possibly wake the dead with the sharp tones of the &#34;chimes&#34; -plus the loop on this one is way too short.... Anyway... I pretty sure there's something for everyone.  It's all personal preference. I dislike that just leaving the app doesn't turn it off.  You have to actually chose &#34;exit&#34; on a drop down list.  Anyway... For the sounds and use as &#34;white&#34; noise&#34;....I recommend giving it a try and decide for yourself.",
"Nope.  Not only did it NOT work... it messed up my fire remote causing Amazon to send a replacement.  What a drag.  I have a Samsung Galaxy S5.  Too bad they encourage you in the Fire Stick tutorial to &#34;pair&#34; your android/iphone to your stick.  What a big mess.  Not a fan.<br />*However... after remote was replaced, the Fire Stick works well.. just remember you must be connected to really strong, reliable internet for streaming or face the constant &#34;slow internet&#34; popup.....",
"Honestly, this is probably a game meant for the 8-10 year range... so I am a BIT beyond their &#34;target&#34; age.  That being said... I like the mind numbing quality and the distraction of it.  You &#34;accept&#34; rescue animals, feed, treat, care for them and then they are adopted or released.  It's time management, although there is no penalty and task juggling. You can accumulate pretend $$ that allow you to &#34;purchase&#34; other items, yard decor, etc... I don't notice any annoying app habits (ads, contstant reminder pop-ups - etc).  I think it does drain a bit of your battery... but I usually don't play it that long.  I also have a task killer to be sure it's off when I'm done as with all apps.  Honestly, it's good, easy fun.  I hope they will itroduce new animals as time goes on and new care options.  I got this as a free app of the day, however, it would be worth a buck or two to me otherwise. Happy brain break to all!",
got this game for those moments when I have to sit for a minute or two... it's fun... maybe alittle complicated but still fun.  I actually got this for my 4 year old grandson to work on with me.  We like to laugh together and this definitely works in that world.,
Ahhhh... there is only one tune and once you do it successfully I guess you just keep doing the same thing to beat your last time?? It would be cool if there were a dozen different tunes... different levels... increasing the challenge?  I think it could be a lot more fun... it's just not to me....I just uninstalled it.,
"This is great if you have a few minutes to waste, this is a great game.... you tap the matching icons... I was confused for just a second trying to slide the icons to match them. I have this loaded on my kindle fire HDX and my samsung galaxy 5. No problems so far.",
The puzzles are Xmas themed as you would expect. There is a small ad bar on bottom of screen that isn't annoying. The games are very easy but it does offer a hint before you 'hang'. I think this would be fun for 8-10yrs. Probably too easy for adults but if you are looking for a holiday time blower this is a good one. You can register and track highest scores. Nice that you aren't asked to buy more stuff as you're playing.,
"Overall, I pretty much am not in love with Facebook, but if you want to keep in touch with the youngsters in your family, you've got to do facebook... which means getting the app too.  I have a Samsung Galaxy 5 and it seems to work. But I do prefer to access Facebook from my computer.  Easier to see all the options.",
Sadly this game crashed my phone every single time I tried to use it.... Samsung Galaxy5...,
"I travel Alaska multiple times a year.  App works and is useful.  I haven't had any issues with it.  NOTE: if you purchase a &#34;vacation package&#34; on the website, the app will not help you with your seats or other changes.. you will have to call the &#34;vacation specialists&#34; for that still. Will move to 5 stars once they can add that.",
"My husband convinced me to try this app as we are traveling more on United than in the past... it's very easy to use.  You can change seats, do some upgrades and basically see what's going on with your flight.  So much quicker than a phone call. So far, no negative effects on my phone, ie... crashes, etc...  I like it.",
"Honestly, this is pretty good for free.  The ads are too annoying and it's a brainless time waster.  I have a galaxy 5 and it works well.",
"I have a samsung galaxy 5... and it crashed my phone about three times so I removed it.  Also, the ads were so annoying.",
"This game is pretty light weight, but it is amusing.  While I tried I actually bought it for my 3 1/2 grandson thinking he will like it... explore it... The good news is that there isn't any annoying ads, popups, or bloat ware that I am aware of or have noticed. I actually really like playing it.  The old guy's voice is so sweet with his accent and encouraging comments.  It's sort of a puzzle/solution type of game. He tells you what he wants you to do and then you figure out, with the seemingly random pieces, how to accomplish the task. I got it as a FAOTD.  Hope you can catch it if comes back around, however, I think I might actually pay for it.  Hope this helps in some way.",
"It may be free to download and play for a few rounds... but then the &#34;opportunity&#34; to pay to advance is presented.  I just HATE that.  And thus, I quickly uninstalled.  Before discovering the paid &#34;opportunites&#34; I found it just &#34;ok&#34; and quickly boring.",
"I downloaded this game and played several rounds before deciding it just wasn't fun.  As others reported, the size of the screen is problematic.  In fact, I didn't realize the first game I had to slide the scene back and forth as there were areas I wasn't seeing and was &#34;missing&#34; items.  Just wasn't as good as I had hoped for.  If you like it, good!  This is just my personal opinion!",
I thought this would be a little more full anatomy... it's mostly muscular.  Which is great if that is your study.  It is a personal choice and this app is just not for me.,
"I got this app to help me relax and practice meditation.  It is a personal choice, but I found this app helpful.  I also believe that this type of relaxation and meditation is good for mind and body.",
My grandson loves this game.  I have a several on my phone for whenever the time arises.  He loves trains and puzzles so this works brilliantly.,
I have a variety of games for my 3 year old grandson to play on my phone and he likes this one.  I prefer games that have something to offer educationally and this one is great.  Challenging but still fun.,
"Listen, most word games are about all the same... and this one is too.  But it is fun, makes your brain think.  But it's not too hard.  Just enough to make you think and yet, not too hard so that it isn't fun.",
"I use Open table mostly when I am traveling.  It is helpful when trying to locate a restaurant nearby AND see the menu before getting there.  Open Table offers the phone number and map directions.  I have collected a bunch of diner &#34;points&#34;... not sure what I will do with them... but supposedly you'll get free meals and such.  Haven't done that yet, so I can't speak to that.  I do think it's very handy to use just about everywhere.",
"My 3 year old grandson starts with this one, before moving on to puzzles and such... He LOVES it.  I thought he would get tired of it but so far, not.  I find myself doodling with it from time to time.  It does appear to carry spy or bloatware so that is a bonus too.",
I got this as a free app of the day. Its a good time spender. Has never crashed and as far as I can tell no malware. It did annoy me by the rating pop up between games so hopefully this will solve that. I play it and so does my 3 year grandson. He likes to cut the buttons and then &amp;#34;back up&amp;#34; to start over. Its great free but I probably would have considered buying it.,
"I got this for my 2 yr old grandson. He LOVES it. Bonus, it didn't suck my battery. I was worried some of the games would be too hard but no. I would easily recommend this one.",
a necessary read,
It's really amazing. Reminds me not to drink too much water at once.,
But unfortunately you can’t play it on newer versions of computers.  We love it so much with our son thought we would try it with our grandson.,
"DVD 's arrive on time and in good condition. Reasonable, low pricing for subscription.",
"As a legal immigrant, I feel they are anti American, I love America and love Trump.",
"I love this app on my Fire 10 pad, I set it on my tread mill, and walk very fast with it. Exercise is boring without it. This is fun.<br />Lost 7 pound without trying.",
"I assume it is great, but Twitter tells me my phone number is used by some one else, I gave them my house phone. HELLO, stupid Twitter tells me they mailed me password, really on a land line phone? Smart Twitter acting stupid. I have my telephone number forever on my Amazon account and smart phone. I do not know how I can get on Twitter. Maybe someone can give me advice for my smart phone, I sure not smart enough to tell Twitter or know how to contact them.",
"Useless, wants me to put in the name, how do I know the name from callers, who call you all day. Only telephone numbers do not work alone for blocking.",
"I keep the Amazon Fire Phone in my pocket all day. The End of the day, I see if I met my goal, I average 6000-10,000 per day. which keeps me fit. Great App. Shows how far I went, calories  etc.",
